epoch, loss
0,1/n0,0.16192481939910033
1,0.12159291326126748
2,0.11306357596489161
3,0.10237419323921755
4,0.09624214512505229
5,0.09198976157637619
6,0.08402786036796493
7,0.0808939741831239
8,0.08253363675241344
9,0.07590064872915246
10,0.07595137281745377
11,0.07353710727725207
12,0.06846487269215853
13,0.06851050171881294
14,0.06802782299790588
